ID,name,base_liquor,cleaned_ingredients,embeddings
ID1,Flor de Amaras,mezcal,"Mezcal, Hibiscus Simple Syrup, Lime Juice, Soda Water","[-5.06987162e-02  2.69325003e-02  9.75127448e-04  2.15670019e-02
  4.10591327e-02  2.37977859e-02  1.25843108e-01  1.11135114e-02
 -5.69760203e-02 -2.07591522e-02 -3.30801718e-02 -6.24259673e-02
 -2.43772753e-03 -3.96118462e-02 -1.45647256e-02 -3.04627139e-03
  6.34545684e-02  2.36449260e-02 -4.14629467e-02 -4.96409908e-02
  4.88925017e-02 -7.25222826e-02  1.23532070e-02  5.63482568e-02
 -3.19382213e-02  8.43499750e-02  1.95802711e-02  6.74890354e-02
  1.13381501e-02 -1.21968083e-01  2.43950691e-02  1.10667534e-02
  9.16486830e-02 -7.57726207e-02 -4.91396291e-04  8.48208927e-03
  4.04812545e-02 -8.62105042e-02 -4.95121591e-02  1.31872604e-02
  5.28577156e-02  8.24941397e-02  4.41931300e-02  8.83641466e-02
 -5.63975237e-02 -3.22612487e-02 -1.90778263e-02  1.46013880e-02
 -9.08279698e-03  3.03754080e-02 -7.99879655e-02 -2.32875496e-02
 -3.75914276e-02 -1.66495405e-02  3.21386345e-02 -7.78156742e-02
 -4.43978310e-02  3.42703611e-02  1.04195975e-01  8.64900798e-02
 -2.24546492e-02 -5.76853864e-02 -2.75396891e-02 -2.06516571e-02
 -2.85934452e-02 -3.11659602e-03 -1.01646908e-01  5.26578873e-02
  2.57005710e-02  2.34585181e-02 -8.77186283e-02  1.38378674e-02
  9.13452450e-03  6.39061350e-03 -3.67241316e-02 -7.19551882e-03
  6.93203360e-02 -3.56771983e-02 -1.16987685e-02  4.42510210e-02
 -4.95199971e-02  9.50252870e-04 -1.03115207e-02  3.98775525e-02
  2.64212787e-02  4.64264378e-02 -2.59444844e-02  3.45557779e-02
 -2.81356145e-02 -1.05994502e-02  2.68420521e-02 -1.67047735e-02
  2.39920188e-02 -4.13842387e-02 -3.76743898e-02  2.65783281e-03
  3.30037698e-02 -1.09384723e-01  2.14024298e-02  9.09462757e-03
  5.98609634e-02  3.66465151e-02  7.95663670e-02 -4.42247726e-02
  6.87620463e-03  1.65863516e-04  2.18344759e-02  1.00199319e-03
  6.50567785e-02  6.76658303e-02 -8.64236653e-02 -4.40171473e-02
 -4.10968065e-02 -4.52158675e-02 -3.57015207e-02  1.69688032e-03
  8.82837474e-02  5.84748993e-03 -7.62003809e-02 -8.26036334e-02
 -4.22148891e-02 -7.16598704e-02  8.30769166e-02 -7.58618861e-02
 -2.52201613e-02  5.77231236e-02 -6.53133169e-03  2.98939013e-33
 -2.82127392e-02  4.36172076e-02 -8.39716103e-03  8.75167474e-02
 -4.17235494e-02  3.79630663e-02 -3.12621966e-02  5.95301762e-02
  4.31873985e-02  3.30023058e-02  1.94739643e-02  4.29021083e-02
 -9.24188942e-02  5.58708757e-02 -3.53420526e-02 -4.51992527e-02
  6.08082674e-02 -7.53233135e-02  9.47832130e-03 -4.07483894e-03
 -5.45875877e-02  3.50003652e-02 -6.41759560e-02  1.66284908e-02
 -4.61606197e-02 -9.10455454e-03  6.75386842e-03  2.53750645e-02
  4.27573659e-02 -4.10821140e-02  6.39684647e-02 -5.79937920e-03
  3.01304553e-02  5.51442094e-02 -3.37566771e-02 -1.36097269e-02
 -5.09291664e-02 -3.09244134e-02  3.41232009e-02 -1.13024320e-02
  1.23159112e-02  5.86566143e-02 -1.67213308e-04  4.12816480e-02
  1.30720176e-02 -2.86625754e-02 -3.13227810e-02  5.10279685e-02
  1.29844099e-01 -6.84263557e-02  3.72326374e-02  5.48277535e-02
 -4.81897761e-04 -2.91266479e-02 -1.45207435e-01  4.41675261e-02
 -2.53629498e-02 -2.49700937e-02  3.95117849e-02  2.24788580e-02
 -1.75507180e-02 -8.49793945e-03 -3.98969613e-02 -5.19776009e-02
 -1.40382079e-02 -3.33625376e-02 -7.74668455e-02 -1.86427403e-02
  2.99116839e-02 -1.96535196e-02  4.73146560e-04  2.45225448e-02
  5.61085306e-02  3.38183008e-02 -1.15081901e-02  5.87051287e-02
  9.62408483e-02 -1.56871043e-02 -1.10457391e-02 -4.56626378e-02
  3.83312143e-02 -4.59392890e-02  5.37171364e-02  1.39583588e-01
 -5.44322953e-02 -1.34395817e-02 -5.43044396e-02 -3.58201633e-03
  5.59146889e-02 -9.60357767e-03 -7.17787519e-02 -6.53980598e-02
  2.41831802e-02 -6.73727840e-02 -8.27668980e-02 -3.31592593e-33
  2.83635147e-02 -4.37623411e-02  4.87559009e-03  3.86188775e-02
  1.01478942e-01  6.69124443e-03  5.32472171e-02 -1.72803700e-02
  6.30126800e-03 -7.81458169e-02  2.89036287e-03 -2.01199707e-02
  3.71496454e-02 -4.98782508e-02 -6.18370483e-03  1.51863366e-01
  3.75110880e-02  1.33689836e-01  2.35136729e-02 -1.44475307e-02
 -6.64235055e-02  1.04664750e-01  2.49422751e-02 -1.63687188e-02
 -1.25346463e-02  6.12103269e-02  7.18407780e-02 -9.18864161e-02
  5.45777604e-02  7.32593238e-02  5.53647429e-02 -5.20077273e-02
  1.06776701e-02 -7.21705109e-02 -5.99078350e-02 -3.74601260e-02
  1.89991817e-02 -1.19792745e-01 -6.14300556e-02  4.70843352e-02
 -3.53318453e-02 -1.72115881e-02  5.14017455e-02  5.18159047e-02
  3.11445929e-02  6.15362860e-02 -5.87811060e-02 -2.97690276e-02
 -9.80728790e-02  1.20387264e-01  2.20922125e-03 -2.67044269e-02
 -1.30345136e-01  6.66732565e-02  1.98770203e-02 -2.65226699e-03
  5.50311618e-03 -9.32094529e-02 -1.71338115e-02 -4.73360308e-02
 -1.98593643e-02  7.36030936e-02 -5.35323583e-02 -1.46850822e-02
  2.08335239e-02  1.80434566e-02  3.52127440e-02 -1.81924272e-02
 -2.87835095e-02 -3.87655161e-02  6.51331842e-02  2.49572601e-02
  1.98367499e-02 -4.77997437e-02  1.95342097e-02  2.92226896e-02
 -5.92518039e-02  1.14129269e-02  1.82408001e-02  4.54357686e-03
 -1.04156686e-02  6.06893860e-02 -6.34555221e-02  2.35942341e-02
  5.86935179e-03 -2.26236433e-02 -3.77083123e-02 -1.45490933e-03
  2.10358240e-02  5.31217158e-02 -1.68965831e-02  4.01139893e-02
 -1.32487109e-02  1.38608083e-01  2.66005117e-02 -1.90178362e-08
  2.52257120e-02 -4.70458828e-02 -3.17735858e-02  5.31702079e-02
 -1.02196243e-02 -7.34661333e-03 -7.95331970e-02  6.01567365e-02
  8.33905023e-03  5.46723418e-02 -3.38957198e-02  7.64838979e-02
 -7.35602304e-02 -3.61788012e-02 -1.14707865e-01  7.67021673e-03
  5.17575517e-02  1.60030890e-02 -4.46984917e-03  2.43744887e-02
 -1.01598762e-01  7.47117177e-02  3.15662362e-02  1.57169886e-02
 -2.27160081e-02 -4.25638743e-02  5.60436063e-02  1.41833862e-02
  6.33663833e-02  5.81762865e-02  2.21519805e-02  3.43675949e-02
 -1.80013180e-02 -7.60619715e-02 -9.10183638e-02  1.70630272e-02
  3.01040038e-02 -2.89377812e-02 -6.86813667e-02 -4.69548889e-02
  5.41321635e-02 -1.16146505e-01 -7.35500157e-02  3.07756085e-02
 -5.61566837e-02 -6.76153526e-02 -5.06063588e-02  3.90542485e-02
  1.06345052e-02  4.77940403e-03 -3.22375610e-03  4.44508828e-02
 -2.89275106e-02 -1.17516210e-02  6.64740801e-02  8.05751130e-04
  1.37903737e-02 -1.69609897e-02  3.96244042e-02 -7.74450675e-02
  5.34386858e-02 -8.57376680e-03  9.07406807e-02 -2.28932612e-02]"
ID2,The Happy Place,gin,"Junipero Gin, House-made Cranberry Syrup, Lemon Juice, Cranberry Juice, Lillet Blanc, Forgery Earth Day Bitters, Laphroaig","[-1.04078457e-01 -6.24711402e-02 -6.95920084e-03 -1.18801864e-02
  2.77340561e-02  5.56963906e-02  7.67665356e-02 -6.58140704e-03
 -1.13193281e-02 -2.74333693e-02  3.99339236e-02 -6.60148934e-02
 -3.71436626e-02 -2.95101833e-02 -2.29078345e-02 -5.17933555e-02
  4.12341245e-02 -2.05961964e-03  9.71010700e-03 -4.09084931e-02
  5.59940748e-03 -1.81118362e-02  5.22950999e-02  9.80131701e-02
  5.20548038e-02  5.22474833e-02 -4.74874256e-03 -1.08987847e-02
  1.11765321e-02 -3.58907990e-02 -3.71860759e-03  5.56461290e-02
  1.51693514e-02 -2.90704686e-02 -1.67032629e-02  1.39792617e-02
  5.21331429e-02 -1.09230459e-01  3.52219455e-02  1.86677184e-02
 -1.94258317e-02  8.30212981e-02  5.99813089e-02 -2.39497460e-02
  2.75413180e-03  2.68409904e-02  2.27468610e-02  2.79777404e-02
  1.14921844e-02 -1.64746195e-02 -5.62231243e-02  4.90127085e-03
 -5.93931973e-02 -1.29884053e-02  6.96123391e-02 -3.45431603e-02
 -1.18764108e-02 -2.98732687e-02  6.71322420e-02  1.03663407e-01
 -3.91871445e-02 -1.31264199e-02 -1.36864716e-02  4.31888849e-02
 -7.87135288e-02 -2.00171862e-02 -7.18071461e-02  1.08461268e-01
  4.11276557e-02 -3.61914374e-02 -6.16252720e-02 -4.42382954e-02
 -1.51417507e-02  4.31642979e-02 -2.34048143e-02  4.09041569e-02
  6.21725731e-02 -2.64800973e-02 -2.97173560e-02 -4.58586104e-02
 -9.59640965e-02  4.88482825e-02  2.03469489e-02  9.64218080e-02
 -4.93911020e-02  3.66229899e-02  6.15178328e-03  6.39255419e-02
  3.19623426e-02  4.31058817e-02  3.53276134e-02 -4.10401486e-02
  4.54328693e-02 -6.62105903e-02 -2.16378067e-02  6.71453625e-02
  3.27642914e-03 -4.87009995e-02  5.32428101e-02  2.52738455e-03
 -2.53467374e-02  5.89801706e-02  3.56629901e-02 -8.17495137e-02
 -5.57017662e-02  1.63547583e-02 -5.97273633e-02  2.22083237e-02
  8.09693038e-02  3.61078642e-02 -4.99221776e-03 -1.69958603e-02
 -6.00773469e-02 -8.77353474e-02 -4.24900800e-02 -1.46380989e-02
  4.33503427e-02 -2.98224948e-02 -1.31169986e-02 -2.33339309e-03
 -1.85238831e-02 -4.83701900e-02  3.95239443e-02 -6.76455572e-02
 -2.98994780e-02  5.10290787e-02  1.90200955e-02  4.68369773e-33
 -1.62505731e-02  1.24110021e-02  1.79831982e-02  1.58423707e-02
 -1.25888856e-02  6.08688742e-02 -1.10611148e-01  5.26457764e-02
  2.16997415e-02 -4.23191339e-02 -3.47689316e-02  3.70416120e-02
 -1.00093372e-01  2.00774986e-02  3.05565284e-03 -9.71145462e-03
 -1.29927732e-02 -5.49554080e-02  1.95118003e-02 -7.93128684e-02
 -2.16551609e-02  7.56880492e-02 -2.48830542e-02  2.62086336e-02
 -9.11954641e-02 -8.00133869e-02  4.99701016e-02  4.47680168e-02
 -1.20573724e-02 -3.51192467e-02  4.82592098e-02 -3.59374168e-03
  8.70087296e-02 -2.50328314e-02 -1.34199243e-02 -1.21936705e-02
 -1.07982613e-01 -7.92461857e-02 -1.06726969e-02  6.95742890e-02
  2.60026325e-02  3.98732862e-03 -3.07158343e-02  1.12047009e-01
 -4.75321040e-02 -3.25430371e-02 -5.60148731e-02 -1.35042856e-03
  1.00737281e-01  6.48973929e-03 -5.76998144e-02  5.89658618e-02
  2.10373886e-02 -6.27345219e-02 -1.05138078e-01  2.96233278e-02
  1.00667644e-02 -1.81790553e-02  4.23656255e-02 -1.97323132e-02
 -7.71225393e-02  1.77508201e-02 -8.59847479e-03 -1.02456130e-01
  1.34580508e-02  1.55733526e-02 -6.26256913e-02 -2.05468778e-02
 -1.45511273e-02 -5.40203452e-02 -3.11163291e-02 -7.47787417e-04
  6.26794472e-02 -4.06081229e-02  6.55228645e-02  3.63890734e-03
  7.32612386e-02  7.85343442e-03  1.91974174e-03  2.14505512e-02
 -6.11212105e-02 -7.16414079e-02  5.46253100e-02  1.20196298e-01
 -3.12386639e-02 -2.48975568e-02 -5.37444167e-02 -2.44473163e-02
  7.37505853e-02 -1.88495778e-02 -9.14885625e-02 -6.16655126e-02
  2.25426052e-02  6.35403534e-03 -5.97936772e-02 -4.82677523e-33
 -1.82994027e-02 -6.96819201e-02  1.32120596e-02  5.77018373e-02
  6.98831901e-02  1.33134890e-02 -4.30600680e-02 -3.46870385e-02
 -1.85073540e-02 -3.07242014e-02  3.63806672e-02  4.55350708e-03
  3.05116735e-02  9.61305515e-04 -5.85964918e-02  9.96142253e-02
  8.06291327e-02  1.30362734e-01 -2.19388921e-02  5.75543009e-02
 -6.35307375e-03  8.74059796e-02  2.47215368e-02  4.21071239e-02
  7.02912584e-02  8.53428766e-02  6.35188296e-02 -1.01129062e-01
  4.82834280e-02  3.51761840e-02  1.01840109e-01 -6.45488650e-02
  3.35767530e-02 -1.34756016e-02 -6.13675304e-02 -2.71303765e-02
  5.57455793e-02 -7.45597780e-02 -6.93269074e-02  4.39673290e-02
  9.88984704e-02  2.22888887e-02  8.13104659e-02  3.47214527e-02
  4.17942703e-02  2.04233918e-02 -1.50393844e-01  4.32808325e-02
 -5.31561635e-02  1.18859127e-01  2.48260684e-02  5.84503859e-02
 -6.76584244e-02  6.09976389e-02  3.52392830e-02 -5.08628413e-02
  2.65296735e-03 -9.44056548e-03  4.21751430e-03  1.19222654e-02
 -4.26357947e-02  1.92363653e-02 -2.33052168e-02  2.94740703e-02
  7.29919225e-02 -4.35908772e-02 -6.21796064e-02 -4.39004134e-03
 -4.35681678e-02 -6.24996424e-02  4.73336093e-02 -2.18717065e-02
  2.35989634e-02 -6.14921227e-02  1.68421101e-02 -8.46564304e-03
 -1.63337924e-02 -8.04262906e-02 -1.00073097e-02  1.40655683e-02
  7.38814548e-02  3.14726569e-02 -4.12464030e-02  1.05613254e-01
 -3.72601375e-02  1.33587914e-02 -6.14711381e-02  5.62087353e-03
  4.86943610e-02  4.53332514e-02 -2.90953591e-02  6.43239766e-02
 -3.31429876e-02  8.73584449e-02  1.16887465e-01 -2.60167283e-08
  8.84215385e-02  1.63964350e-02  2.30962131e-02  5.43468073e-02
  2.90648118e-02 -9.22481269e-02 -1.55014554e-02  5.04960343e-02
 -5.73028252e-02  4.17150259e-02  1.32234208e-02  2.16995478e-02
 -6.96368217e-02 -5.53695671e-02 -9.49360244e-03 -2.74653989e-03
  9.37956385e-03  1.42535828e-02  1.04364078e-03  6.64773211e-02
  3.06518516e-03  1.32923722e-02  3.72524261e-02  4.63091489e-03
 -6.13720901e-02 -9.28434432e-02  2.77593527e-02 -2.22552773e-02
  5.19925505e-02 -3.00982352e-02  2.10267175e-02  4.55768704e-02
  9.12623666e-03 -2.49003470e-02 -9.33383033e-02  2.58252621e-02
 -9.98344086e-03 -4.37529758e-02 -1.07340209e-01 -1.87503938e-02
 -5.48212565e-02 -1.19128332e-01 -5.77728748e-02 -1.86503213e-02
 -8.65636244e-02 -2.98483614e-02  1.25243347e-02  9.19697508e-02
 -8.56507011e-03  2.21965667e-02  1.18682953e-02  3.79311740e-02
  1.91143714e-02 -3.96598801e-02  1.23499846e-03 -3.06480546e-02
  2.33544204e-02 -5.95231950e-02  5.23760729e-02 -9.49806422e-02
  2.65231002e-02 -2.98233107e-02  7.74233192e-02  2.97315884e-02]"
ID3,Bon Voyage Pisco Punch,pisco,"BarSol Selecto Italia Pisco, Lemon Juice, Pineapple Gomme Syrup*, Fee Bros Lemon Bitters, Old Vine Zin","[-6.34856150e-02 -1.34611530e-02 -8.48663680e-04  3.75613123e-02
 -7.66844973e-02  7.16343895e-02  1.12080343e-01 -2.44614342e-03
 -1.38674099e-02 -8.97624865e-02  4.22471724e-02 -4.56043072e-02
 -3.26652005e-02  4.65241214e-03 -8.87703616e-03 -3.45773101e-02
  9.19915736e-02  5.21108210e-02 -5.17267287e-02 -2.60585807e-02
  1.21881766e-02 -7.15470389e-02 -1.95296071e-02  9.65954810e-02
 -3.56612578e-02  6.36439100e-02 -1.41444728e-02  1.69973131e-02
 -1.91201679e-02 -7.92515799e-02  9.38167889e-03  1.21514410e-01
  9.23386961e-02 -2.68378388e-02  3.21545638e-02 -7.40574747e-02
  5.99491410e-02 -1.13644511e-01  4.95666154e-02  7.35825002e-02
  4.60370965e-02  8.60794112e-02  3.37327830e-02  3.24679688e-02
  2.35216469e-02  5.29431067e-02  4.30294964e-03  5.98059818e-02
  1.28447209e-02 -1.47678861e-02 -1.05690576e-01 -2.45431904e-02
  1.13792683e-03 -3.19794975e-02 -5.17057301e-03 -3.68505530e-02
  2.20038593e-02 -5.34888767e-02  4.57732417e-02  5.59971891e-02
 -4.40110303e-02 -7.33906925e-02 -4.88961823e-02  4.01238240e-02
 -7.50949234e-02 -1.62536127e-03 -9.07826200e-02  5.94825745e-02
  2.40843766e-03  7.75833323e-04 -6.38469905e-02 -5.15370890e-02
  8.26884340e-03  3.23651955e-02 -6.55896738e-02  3.78982276e-02
  7.49728456e-02 -3.41456160e-02 -4.92969528e-02 -4.01561931e-02
 -8.46410692e-02 -4.00330387e-02 -2.91374139e-02  2.29767784e-02
 -4.64178398e-02  3.89775857e-02 -1.98588185e-02  5.27394190e-02
  2.53072642e-02  5.18087223e-02  2.22957041e-02  3.47446511e-03
  5.49888685e-02 -3.52849364e-02  2.81989481e-02  7.65664689e-03
  8.90757237e-03 -9.68329534e-02 -8.61434173e-03  3.79801653e-02
  9.84959528e-02  1.71578452e-02  9.49540958e-02 -4.77218181e-02
 -5.03628515e-02  3.17344740e-02  3.28425854e-03  1.34648979e-02
  1.18930005e-01  7.73499459e-02 -6.28782436e-02 -3.85036543e-02
 -3.13688964e-02 -8.29878747e-02 -7.57045522e-02 -3.59335467e-02
  6.52839839e-02  6.44983724e-03 -2.12539304e-02 -5.17059788e-02
  3.53601715e-03 -1.80789717e-02  4.11126157e-03 -2.01499090e-02
 -6.52629882e-02  4.23095264e-02  4.32273326e-03  4.02853522e-33
 -1.52977090e-02 -4.79419902e-02 -2.43751183e-02  4.60937507e-02
  4.61636074e-02  4.48931977e-02 -6.87432438e-02 -1.71041470e-02
  1.35949962e-02 -2.87652342e-03 -8.32419172e-02 -5.25074964e-03
 -8.32460448e-02  3.38651277e-02  3.89841236e-02  2.23569367e-02
  4.80454182e-03 -2.44678259e-02  4.63527404e-02 -3.94491814e-02
 -7.50318542e-02  7.51439529e-03 -5.04948199e-03  7.13112240e-04
 -9.56550315e-02  3.35270353e-02 -2.00058427e-03 -3.91013324e-02
 -1.38417911e-02 -2.94163451e-02  4.08257693e-02  3.01122479e-02
  5.02846576e-02  3.39435525e-02 -7.07457960e-02  2.70860773e-02
 -5.27284369e-02 -4.08311114e-02 -4.02519916e-04  1.75655559e-02
  2.84691360e-02  1.93671770e-02 -5.77161498e-02  1.03485785e-01
 -1.21478885e-02 -4.37170602e-02 -7.19980747e-02  2.71350425e-02
  9.86556187e-02  7.95399491e-03 -6.18230812e-02  3.50083719e-04
 -1.32837044e-02  3.34678814e-02 -4.85537648e-02  2.07767617e-02
 -3.60078476e-02  5.86354658e-02  1.91122410e-03 -3.61380093e-02
  1.30851902e-02  4.81008179e-02  3.46370297e-03 -5.67976572e-02
 -4.26689908e-03  4.45991978e-02 -6.83144629e-02 -2.37790644e-02
 -8.85166228e-03 -4.02547829e-02 -8.46149772e-03 -7.39930605e-04
  6.75115809e-02  3.82401422e-02  4.44932026e-04 -3.63182393e-03
  5.82104512e-02 -4.25536698e-03  3.15174907e-02 -4.54452308e-03
 -4.25782055e-02 -8.11883062e-02  1.18994163e-02  1.20125219e-01
 -3.38598527e-02  6.25226796e-02  3.83768044e-02 -7.06127957e-02
  7.28834271e-02 -1.90320965e-02 -1.29354417e-01 -1.17167933e-02
  4.88112606e-02  4.11130628e-03  1.80139800e-03 -4.06313259e-33
  3.22989970e-02 -8.33693817e-02  5.16796559e-02  6.60077110e-02
  4.97159362e-02 -3.64939719e-02 -7.66138509e-02 -6.14753999e-02
  1.05491849e-02 -4.39947061e-02 -1.38633279e-02 -3.78053412e-02
  6.61948472e-02 -2.33037397e-02 -1.65674686e-02  1.63693562e-01
  8.62871185e-02  1.13953650e-01 -4.93369997e-02 -2.06035953e-02
 -2.90477052e-02  5.35559505e-02 -5.70100956e-02  7.36513510e-02
 -1.21549508e-02  4.22160290e-02  9.31546986e-02 -1.13939703e-01
  6.32246137e-02  2.19027661e-02  4.45185713e-02 -6.03136830e-02
 -2.69257021e-03 -4.28683646e-02 -1.11089181e-02  1.72485765e-02
  4.32438925e-02 -3.84672135e-02 -4.29770583e-03  7.34856501e-02
 -4.77851927e-02  7.36442860e-03  4.58946899e-02  6.24527037e-02
  5.08230701e-02  6.78517483e-03 -9.17769000e-02 -4.57348600e-02
 -7.10894093e-02  3.77037078e-02  6.03978373e-02  2.14305893e-02
 -1.13638252e-01  9.49185714e-02  5.05111217e-02 -3.16891074e-02
  5.69838062e-02 -6.25569895e-02 -8.96499306e-02 -9.70357805e-02
 -3.52492742e-02 -1.14485412e-03 -3.61108258e-02 -2.63024773e-02
  5.62103502e-02 -4.72117355e-03 -1.00928564e-02 -4.11721267e-04
 -5.52916788e-02 -2.85558030e-03  5.32791950e-02  8.73147976e-03
 -2.44662501e-02 -5.12866722e-03 -1.14327567e-02  8.69977940e-03
 -3.59388627e-02 -1.37662841e-02 -2.27392279e-03 -8.20411835e-03
  5.50525039e-02 -4.41144453e-03 -1.78665277e-02  1.01734027e-01
  2.44743265e-02 -1.54964840e-02  2.53054337e-03  6.88447878e-02
  5.55960312e-02  5.57441786e-02  1.24271018e-02  3.06635033e-02
 -3.98990884e-03  5.58862016e-02  4.26917970e-02 -2.42343017e-08
  4.04655896e-02 -6.03789352e-02 -4.30199951e-02  8.94055814e-02
  1.03430115e-02 -4.05674316e-02 -1.00922070e-01  4.23539393e-02
 -3.30125890e-03 -3.58026586e-02 -3.05511467e-02  5.80485277e-02
 -5.66455834e-02 -6.09501544e-03 -2.84662731e-02  5.22385202e-02
  1.38129704e-02  3.97284515e-02  4.11137566e-02  3.64677347e-02
 -6.21907786e-02  4.11763638e-02  3.12715583e-02 -2.86168028e-02
 -6.30029589e-02 -8.55711102e-02  2.74267662e-02  2.72180866e-02
  6.87622130e-02 -2.26270091e-02  2.05509663e-02  3.58361937e-02
  5.01089916e-03 -7.96054080e-02 -5.16260117e-02  3.87960337e-02
 -9.61810444e-03 -9.03986394e-02 -6.22228496e-02 -8.59952124e-04
 -4.97168005e-02 -1.04680337e-01 -4.79274578e-02  3.37602408e-03
 -7.53110796e-02 -9.82758477e-02 -6.37074513e-03  1.64507665e-02
  2.28984701e-03 -2.89452244e-02 -2.73070429e-02  7.85814002e-02
  6.30270839e-02  4.40869108e-02  1.02165364e-01  4.14520316e-02
  4.61361334e-02 -5.62081696e-04  4.67315577e-02  1.85450017e-02
  4.58030552e-02  3.51342000e-02  4.37483303e-02 -9.35966820e-02]"
